Wilayah;Keterangan;Bahasa Indonesia;Bahasa Inggris;Matematika;IPA;Fisika;Kimia;Biologi;Ekonomi;Sosiologi;Geografi;Kejuruan;Jumlah Peserta;latitude;longitude
Kabupaten Indragiri Hilir;Nilai Rata-rata Sekolah UN SMP;72,22;65,84;66,19;65,05;;;;;;;;10372;-0.1456733;102.989.615
Kabupaten Indragiri Hulu;Nilai Rata-rata Sekolah UN SMP;69,52;57,79;53,53;57,36;;;;;;;;6449;-0.7361181;1.022.547.919
Kabupaten Indragiri Hulu;Nilai Rata-rata Sekolah UN SMA IPA;76,19;69,79;66,6;;75,76;75,37;68,95;;;;;1187;-0.7361181;1.022.547.919
Kabupaten Indragiri Hulu;Nilai Rata-rata Sekolah UN SMA IPS;67,34;65,23;47,14;;;;;55,74;48,36;44,46;;1551;-0.7361181;1.022.547.919
Kabupaten Indragiri Hulu;Nilai Rata-rata Sekolah UN SMA SMK;62,24;53,29;37,09;;;;;;;;79,96;1711;-0.7361181;1.022.547.919
Kabupaten Indramayu;Nilai Rata-rata Sekolah UN SMP;64,02;51,29;50,09;53,46;;;;;;;;28115;-6.336.315;108.325.104
Kabupaten Indramayu;Nilai Rata-rata Sekolah UN SMA IPA;72,43;51,65;37,23;;48,7;42,73;49,53;;;;;3276;-6.336.315;108.325.104
Kabupaten Indramayu;Nilai Rata-rata Sekolah UN SMA IPS;65,44;47,11;41,41;;;;;42,7;46,75;50,3;;3172;-6.336.315;108.325.104
Kabupaten Indramayu;Nilai Rata-rata Sekolah UN SMA SMK;57,07;42,55;29,81;;;;;;;;75,85;10322;-6.336.315;108.325.104
Kabupaten Intan Jaya;Nilai Rata-rata Sekolah UN SMP;68,97;61,86;75,73;52,68;;;;;;;;140;-35.076.422;1.367.478.493
Kabupaten Intan Jaya;Nilai Rata-rata Sekolah UN SMA IPA;;;;;;;;;;;;;-35.076.422;1.367.478.493
Kabupaten Intan Jaya;Nilai Rata-rata Sekolah UN SMA SMK;0;0;0;;;;;;;;;;-35.076.422;1.367.478.493
Kabupaten Intan Jaya;Nilai Rata-rata Sekolah UN SMA IPS;67,42;51,27;86,56;;;;;49,6;60,56;50,4;;25;-35.076.422;1.367.478.493
Kabupaten Jayawijaya;Nilai Rata-rata Sekolah UN SMA SMK;67,91;69,9;71,39;;;;;;;;75,59;478;-40.004.481;1.387.995.122
Kabupaten Jayawijaya;Nilai Rata-rata Sekolah UN SMA IPA;73,02;64,24;63,38;;67,4;67,8;53,36;;;;;352;-40.004.481;1.387.995.122
Kabupaten Jayawijaya;Nilai Rata-rata Sekolah UN SMA IPS;67,13;63,09;69,32;;;;;55,84;60,66;54,48;;766;-40.004.481;1.387.995.122
Kabupaten Jayawijaya;Nilai Rata-rata Sekolah UN SMP;77,87;77,01;74,99;78,22;;;;;;;;1894;-40.004.481;1.387.995.122
Kabupaten Jayapura;Nilai Rata-rata Sekolah UN SMA SMK;48,27;34,54;26,78;;;;;;;;68,21;568;-2.533;140.717
Kabupaten Jayapura;Nilai Rata-rata Sekolah UN SMA IPA;59,12;45,08;41,16;;43,94;41,26;42,11;;;;;708;-2.533;140.717
Kabupaten Jayapura;Nilai Rata-rata Sekolah UN SMA IPS;45,96;37,52;35,64;;;;;37,1;45,2;33,73;;729;-2.533;140.717
Kabupaten Jayapura;Nilai Rata-rata Sekolah UN SMP;57;47,12;43,23;46,66;;;;;;;;2428;-2.533;140.717
Kabupaten Jember;Nilai Rata-rata Sekolah UN SMP;71,19;57,5;56,16;60,82;;;;;;;;35100;-8.172.357;113.700.302
Kabupaten Jember;Nilai Rata-rata Sekolah UN SMA IPA;75,7;69,84;73,03;;75,42;65,45;63,91;;;;;5126;-8.172.357;113.700.302
Kabupaten Jember;Nilai Rata-rata Sekolah UN SMA IPS;69,81;63,34;64,72;;;;;52,2;70,6;52,89;;5951;-8.172.357;113.700.302
Kabupaten Jember;Nilai Rata-rata Sekolah UN SMA SMK;65,26;44,86;37,52;;;;;;;;74,68;10385;-8.172.357;113.700.302
Kabupaten Jembrana;Nilai Rata-rata Sekolah UN SMP;68,18;49,21;41,61;51,2;;;;;;;;4667;-8.361.852;1.146.418
Kabupaten Jembrana;Nilai Rata-rata Sekolah UN SMA IPS;66,8;78,75;70,88;;;;;71,24;73,31;59,45;;877;-8.361.852;1.146.418
Kabupaten Jembrana;Nilai Rata-rata Sekolah UN SMA IPA;77,07;82,8;75,6;;81,76;74,67;79,94;;;;;990;-8.361.852;1.146.418
Kabupaten Jembrana;Nilai Rata-rata Sekolah UN SMA SMK;70,19;63,62;51,41;;;;;;;;76,41;1398;-8.361.852;1.146.418
Kabupaten Jeneponto;Nilai Rata-rata Sekolah UN SMP;69,71;67,85;72,88;68,33;;;;;;;;6289;-5.554.579;1.196.730.939
Kabupaten Jeneponto;Nilai Rata-rata Sekolah UN SMA IPA;79,25;75,19;64,78;;76,29;56,83;81,25;;;;;1283;-5.554.579;1.196.730.939
Kabupaten Jeneponto;Nilai Rata-rata Sekolah UN SMA IPS;78,28;71,74;74,32;;;;;69,69;54,16;58,11;;1680;-5.554.579;1.196.730.939
Kabupaten Jeneponto;Nilai Rata-rata Sekolah UN SMA SMK;74,68;82,79;82,19;;;;;;;;81,03;1154;-5.554.579;1.196.730.939
Kabupaten Jepara;Nilai Rata-rata Sekolah UN SMA IPA;76,41;63,13;53,36;;67,2;46,57;60,25;;;;;1968;-65.596.059;1.106.717
Kabupaten Jepara;Nilai Rata-rata Sekolah UN SMA IPS;67,78;55,68;43,13;;;;;65,96;66,17;47,53;;4261;-65.596.059;1.106.717
Kabupaten Jepara;Nilai Rata-rata Sekolah UN SMA SMK;73,91;57,36;57,65;;;;;;;;87,31;4471;-65.596.059;1.106.717
Kabupaten Jepara;Nilai Rata-rata Sekolah UN SMP;72,59;50,87;44,57;50,56;;;;;;;;18154;-65.596.059;1.106.717
Kabupaten Jombang;Nilai Rata-rata Sekolah UN SMP;75,51;64,69;60,71;68,68;;;;;;;;22266;-75.468.395;1.122.264.794
Kabupaten Jombang;Nilai Rata-rata Sekolah UN SMA IPA;75,32;71,44;59,75;;74,78;50,03;67,16;;;;;4491;-75.468.395;1.122.264.794
Kabupaten Jombang;Nilai Rata-rata Sekolah UN SMA IPS;65,89;64,1;54,79;;;;;58,15;69,12;49,07;;5473;-75.468.395;1.122.264.794
Kabupaten Jombang;Nilai Rata-rata Sekolah UN SMA SMK;68,04;54;46,43;;;;;;;;79,59;8414;-75.468.395;1.122.264.794
Kabupaten Kaimana;Nilai Rata-rata Sekolah UN SMP;58,17;38,89;35,95;41,55;;;;;;;;697;-3.660.925;133.774.506
Kabupaten Kaimana;Nilai Rata-rata Sekolah UN SMA IPA;71,73;38,57;27,6;;27,2;37,05;38,9;;;;;84;-3.660.925;133.774.506
Kabupaten Kaimana;Nilai Rata-rata Sekolah UN SMA IPS;57,02;29,11;23,38;;;;;31,52;47,76;35,32;;246;-3.660.925;133.774.506
Kabupaten Kaimana;Nilai Rata-rata Sekolah UN SMA SMK;46,06;32,31;22,22;;;;;;;;67,71;96;-3.660.925;133.774.506
Kabupaten Kampar;Nilai Rata-rata Sekolah UN SMA IPA;75,91;66,3;62,78;;75,22;69,15;65,6;;;;;2752;0.146671;1.011.617.356
Kabupaten Kampar;Nilai Rata-rata Sekolah UN SMA IPS;68,08;62,05;60,04;;;;;57,04;63,45;45,96;;3577;0.146671;1.011.617.356
Kabupaten Kampar;Nilai Rata-rata Sekolah UN SMA SMK;56,77;48,32;32,74;;;;;;;;73,79;1352;0.146671;1.011.617.356
Kabupaten Kampar;Nilai Rata-rata Sekolah UN SMP;74,62;71,75;65,83;65,41;;;;;;;;12468;0.146671;1.011.617.356
Kabupaten Kapuas;Nilai Rata-rata Sekolah UN SMP;70,36;61,55;57,91;60,51;;;;;;;;5062;-0.0459972;1.101.313.251
Kabupaten Kapuas;Nilai Rata-rata Sekolah UN SMA IPA;75,65;56,99;49,48;;52,27;53,02;52,55;;;;;854;-0.0459972;1.101.313.251
Kabupaten Kapuas;Nilai Rata-rata Sekolah UN SMA IPS;69,96;52,84;48,11;;;;;46,42;51,86;49,6;;1363;-0.0459972;1.101.313.251
Kabupaten Kapuas;Nilai Rata-rata Sekolah UN SMA SMK;60,96;44,4;39,56;;;;;;;;75,31;628;-0.0459972;1.101.313.251
Kabupaten Kapuas Hulu;Nilai Rata-rata Sekolah UN SMA SMK;63,13;40,45;28,18;;;;;;;;71,82;172;-0.7931004;1.139.060.624
Kabupaten Kapuas Hulu;Nilai Rata-rata Sekolah UN SMA IPS;66,4;48,82;38,26;;;;;42,64;52,35;43,8;;1356;-0.7931004;1.139.060.624
Kabupaten Kapuas Hulu;Nilai Rata-rata Sekolah UN SMP;70,17;56,77;51,79;55,34;;;;;;;;3615;-0.7931004;1.139.060.624
Kabupaten Kapuas Hulu;Nilai Rata-rata Sekolah UN SMA IPA;75,1;54,78;38,62;;44,26;42,9;47,01;;;;;627;-0.7931004;1.139.060.624
Kabupaten Karang Asem;Nilai Rata-rata Sekolah UN SMP;67,8;54,4;45,46;57,37;;;;;;;;6660;-63.996.057;1.080.503.042
Kabupaten Karang Asem;Nilai Rata-rata Sekolah UN SMA IPS;70,61;83,17;77,79;;;;;76,97;79,48;65,81;;1090;-63.996.057;1.080.503.042
Kabupaten Karang Asem;Nilai Rata-rata Sekolah UN SMA IPA;81,39;85,44;82,18;;86,19;83,94;83,41;;;;;1006;-63.996.057;1.080.503.042
Kabupaten Karang Asem;Nilai Rata-rata Sekolah UN SMA SMK;69,55;71,5;62,68;;;;;;;;79,59;1389;-63.996.057;1.080.503.042
Kabupaten Karanganyar;Nilai Rata-rata Sekolah UN SMP;76,99;54,27;48,52;55,55;;;;;;;;12330;-75.961.111;1.109.508.333
Kabupaten Karanganyar;Nilai Rata-rata Sekolah UN SMA SMK;71,01;51,72;46,84;;;;;;;;82,95;4153;-75.961.111;1.109.508.333
Kabupaten Karanganyar;Nilai Rata-rata Sekolah UN SMA IPS;72,89;52,21;48,09;;;;;54,27;58,88;51,56;;1703;-75.961.111;1.109.508.333
Kabupaten Karanganyar;Nilai Rata-rata Sekolah UN SMA IPA;78,72;60,89;49,52;;56,73;50,98;55,58;;;;;1542;-75.961.111;1.109.508.333
Kabupaten Karawang;Nilai Rata-rata Sekolah UN SMP;65,26;56,84;56,21;58,23;;;;;;;;38720;-63.227.303;1.073.375.791
Kabupaten Karawang;Nilai Rata-rata Sekolah UN SMA SMK;54,62;39,31;26,63;;;;;;;;76,73;12502;-63.227.303;1.073.375.791
Kabupaten Karawang;Nilai Rata-rata Sekolah UN SMA IPS;62,48;42,16;34,28;;;;;38,35;44,47;42,28;;4490;-63.227.303;1.073.375.791
Kabupaten Karawang;Nilai Rata-rata Sekolah UN SMA IPA;69,52;47,98;32,37;;42,21;36,27;42,61;;;;;6662;-63.227.303;1.073.375.791
Kabupaten Karimun;Nilai Rata-rata Sekolah UN SMP;69,59;59,45;52,04;55,93;;;;;;;;3898;0;1.033.666.667
Kabupaten Karimun;Nilai Rata-rata Sekolah UN SMA IPA;74,8;59,88;39,85;;50,41;46,17;49,21;;;;;844;0;1.033.666.667
Kabupaten Karimun;Nilai Rata-rata Sekolah UN SMA SMK;59,44;53,86;38,1;;;;;;;;72,26;883;0;1.033.666.667
Kabupaten Karimun;Nilai Rata-rata Sekolah UN SMA IPS;67,98;53,97;38,25;;;;;39,06;53,64;43,56;;1343;0;1.033.666.667
Kabupaten Karo;Nilai Rata-rata Sekolah UN SMP;72,74;71,1;65,67;70,95;;;;;;;;6719;31.052.909;98.265.058
Kabupaten Karo;Nilai Rata-rata Sekolah UN SMA IPA;79,62;75,45;79,1;;78,43;80,16;72,89;;;;;1764;31.052.909;98.265.058
Kabupaten Karo;Nilai Rata-rata Sekolah UN SMA IPS;71,71;68,85;74,97;;;;;60,41;64,75;53,7;;1551;31.052.909;98.265.058
Kabupaten Karo;Nilai Rata-rata Sekolah UN SMA SMK;68,41;70,93;74,95;;;;;;;;76,9;1408;31.052.909;98.265.058
Kabupaten Katingan;Nilai Rata-rata Sekolah UN SMA SMK;64,34;52,85;48,78;;;;;;;;75,7;317;-0.9758379;1.128.105.512
Kabupaten Katingan;Nilai Rata-rata Sekolah UN SMA IPS;66,17;48,61;35,94;;;;;44,81;48,36;47,65;;662;-0.9758379;1.128.105.512
Kabupaten Katingan;Nilai Rata-rata Sekolah UN SMA IPA;72,26;51,15;30,95;;41,66;42,58;44,65;;;;;377;-0.9758379;1.128.105.512
Kabupaten Katingan;Nilai Rata-rata Sekolah UN SMP;68,45;56,73;52,68;56,32;;;;;;;;2465;-0.9758379;1.128.105.512
Kabupaten Kaur;Nilai Rata-rata Sekolah UN SMA IPS;55,67;50,55;26,82;;;;;32,66;40,1;34,58;;507;-46.792.278;1.034.511.768
Kabupaten Kaur;Nilai Rata-rata Sekolah UN SMA SMK;48,22;41,22;23,4;;;;;;;;72,63;418;-46.792.278;1.034.511.768
Kabupaten Kaur;Nilai Rata-rata Sekolah UN SMA IPA;66,79;57,45;30,11;;62,88;42,34;63,5;;;;;414;-46.792.278;1.034.511.768
Kabupaten Kaur;Nilai Rata-rata Sekolah UN SMP;62,93;39,68;35,93;40,29;;;;;;;;2046;-46.792.278;1.034.511.768
Kabupaten Kayong Utara;Nilai Rata-rata Sekolah UN SMA SMK;58,54;35,66;26,55;;;;;;;;70,96;310;-0.9225877;1.100.449.662
Kabupaten Kayong Utara;Nilai Rata-rata Sekolah UN SMA IPS;62,29;54,91;43,3;;;;;48,8;59,61;41,93;;691;-0.9225877;1.100.449.662
Kabupaten Kayong Utara;Nilai Rata-rata Sekolah UN SMP;65,22;43,55;40,21;44,03;;;;;;;;1662;-0.9225877;1.100.449.662
Kabupaten Kayong Utara;Nilai Rata-rata Sekolah UN SMA IPA;71,74;63,19;46,88;;51,27;52,95;50,12;;;;;323;-0.9225877;1.100.449.662
Kabupaten Kebumen;Nilai Rata-rata Sekolah UN SMA SMK;73,52;55,74;56,28;;;;;;;;86,84;11018;-7.678.682;109.656.502
Kabupaten Kebumen;Nilai Rata-rata Sekolah UN SMA IPS;75,34;48,03;50,95;;;;;50,52;63,41;52,66;;2918;-7.678.682;109.656.502
Kabupaten Kebumen;Nilai Rata-rata Sekolah UN SMA IPA;80,98;56,84;45,76;;53,28;59,17;58,15;;;;;2115;-7.678.682;109.656.502
Kabupaten Kebumen;Nilai Rata-rata Sekolah UN SMP;78,41;55,36;52,44;57,45;;;;;;;;21899;-7.678.682;109.656.502
Kabupaten Kediri;Nilai Rata-rata Sekolah UN SMP;75,61;59,59;55,26;62,71;;;;;;;;21779;-7.809.356;112.032.356
Kabupaten Kediri;Nilai Rata-rata Sekolah UN SMA SMK;69,32;49,14;43,85;;;;;;;;76,27;4571;-7.809.356;112.032.356
Kabupaten Kediri;Nilai Rata-rata Sekolah UN SMA IPS;69,03;61,62;51,08;;;;;57,6;63,74;52,91;;3385;-7.809.356;112.032.356
Kabupaten Kediri;Nilai Rata-rata Sekolah UN SMA IPA;76,85;69,08;49,39;;66,45;53,43;62,13;;;;;2486;-7.809.356;112.032.356
Kabupaten Keerom;Nilai Rata-rata Sekolah UN SMA SMK;51,45;42,54;34,56;;;;;;;;75,98;114;-33.449.536;1.407.624.493
Kabupaten Keerom;Nilai Rata-rata Sekolah UN SMA IPA;68,59;66,28;57,3;;57,09;57,6;56,55;;;;;257;-33.449.536;1.407.624.493
Kabupaten Keerom;Nilai Rata-rata Sekolah UN SMA IPS;56,14;57,05;50,63;;;;;59,86;60,74;37,86;;189;-33.449.536;1.407.624.493
Kabupaten Keerom;Nilai Rata-rata Sekolah UN SMP;64;50,96;47,88;51,77;;;;;;;;720;-33.449.536;1.407.624.493
Kabupaten Kendal;Nilai Rata-rata Sekolah UN SMP;72,21;49,18;42,99;47,47;;;;;;;;15275;-6.919.686;110.205.597
Kabupaten Kendal;Nilai Rata-rata Sekolah UN SMA IPA;76,42;62,4;48,11;;64,03;46,79;59,17;;;;;2061;-6.919.686;110.205.597
Kabupaten Kendal;Nilai Rata-rata Sekolah UN SMA IPS;67,82;57,26;47,9;;;;;63,09;63,34;46,11;;2843;-6.919.686;110.205.597
Kabupaten Kendal;Nilai Rata-rata Sekolah UN SMA SMK;70,15;52,94;48,89;;;;;;;;83,95;5992;-6.919.686;110.205.597
Kabupaten Kepulauan Sangihe;Nilai Rata-rata Sekolah UN SMP;78,5;75,64;77,71;75,21;;;;;;;;1785;35.303.212;1.255.438.967
Kabupaten Kepulauan Sangihe;Nilai Rata-rata Sekolah UN SMA IPA;73,74;69,22;69,44;;65,63;65,47;66,52;;;;;340;35.303.212;1.255.438.967
Kabupaten Kepulauan Sangihe;Nilai Rata-rata Sekolah UN SMA IPS;72,13;66,97;72,3;;;;;66,22;61,72;52,55;;396;35.303.212;1.255.438.967
Kabupaten Kepulauan Sangihe;Nilai Rata-rata Sekolah UN SMA SMK;66,73;61,89;50,68;;;;;;;;79,78;608;35.303.212;1.255.438.967
Kabupaten Kepahiang;Nilai Rata-rata Sekolah UN SMA IPS;59,33;51,98;30,24;;;;;38,28;44,5;37,87;;510;-3.651.431;102.578.201
Kabupaten Kepahiang;Nilai Rata-rata Sekolah UN SMA SMK;53,81;45,41;25,39;;;;;;;;67,79;550;-3.651.431;102.578.201
Kabupaten Kepahiang;Nilai Rata-rata Sekolah UN SMA IPA;67,83;55,74;30,56;;52,61;38,57;51,87;;;;;586;-3.651.431;102.578.201
Kabupaten Kepahiang;Nilai Rata-rata Sekolah UN SMP;64,93;44,28;37,44;41,26;;;;;;;;2252;-3.651.431;102.578.201
Kabupaten Kepulauan Anambas;Nilai Rata-rata Sekolah UN SMA IPS;66,64;48,38;41,9;;;;;45,34;49,15;45,22;;295;#N/A;#N/A
Kabupaten Kepulauan Anambas;Nilai Rata-rata Sekolah UN SMA SMK;55,47;46,46;25,08;;;;;;;;75,98;133;#N/A;#N/A
Kabupaten Kepulauan Anambas;Nilai Rata-rata Sekolah UN SMA IPA;73,77;46,21;30,59;;32,37;37,74;40,19;;;;;94;#N/A;#N/A
Kabupaten Kepulauan Anambas;Nilai Rata-rata Sekolah UN SMP;68,9;56,19;50,35;54,31;;;;;;;;717;#N/A;#N/A
Kabupaten Kepulauan Aru;Nilai Rata-rata Sekolah UN SMA SMK;35,69;32,43;24,06;;;;;;;;76,81;351;-61.946.502;1.345.501.935
Kabupaten Kepulauan Aru;Nilai Rata-rata Sekolah UN SMA IPA;55,15;43,04;19,87;;22,4;24,25;29,35;;;;;277;-61.946.502;1.345.501.935
Kabupaten Kepulauan Aru;Nilai Rata-rata Sekolah UN SMA IPS;40,18;37,82;22,89;;;;;24,57;36,89;25,74;;590;-61.946.502;1.345.501.935
Kabupaten Kepulauan Aru;Nilai Rata-rata Sekolah UN SMP;56,56;53,38;47,22;48,7;;;;;;;;1676;-61.946.502;1.345.501.935
Kabupaten Kepulauan Mentawai;Nilai Rata-rata Sekolah UN SMP;63,99;57,09;51,7;52,56;;;;;;;;1371;-1.426.001;989.245.343
Kabupaten Kepulauan Mentawai;Nilai Rata-rata Sekolah UN SMA IPA;60,86;52,8;34,03;;26,52;42,37;43,58;;;;;419;-1.426.001;989.245.343
Kabupaten Kepulauan Mentawai;Nilai Rata-rata Sekolah UN SMA IPS;55,51;50,49;41,25;;;;;41,85;47,17;43,26;;483;-1.426.001;989.245.343
Kabupaten Kepulauan Mentawai;Nilai Rata-rata Sekolah UN SMA SMK;;;;;;;;;;;;;-1.426.001;989.245.343
Kabupaten Kepulauan Meranti;Nilai Rata-rata Sekolah UN SMA SMK;59,92;57,61;44,24;;;;;;;;77,62;528;0.9208765;1.026.675.575
Kabupaten Kepulauan Meranti;Nilai Rata-rata Sekolah UN SMA IPS;77,35;67,29;68,11;;;;;66,86;74,09;70,42;;1387;0.9208765;1.026.675.575
Kabupaten Kepulauan Meranti;Nilai Rata-rata Sekolah UN SMA IPA;80,72;68,3;61,15;;73,23;71,54;70,85;;;;;744;0.9208765;1.026.675.575
Kabupaten Kepulauan Meranti;Nilai Rata-rata Sekolah UN SMP;68,12;62,91;60,86;64,09;;;;;;;;3276;0.9208765;1.026.675.575
Kabupaten Kepulauan Morotai;Nilai Rata-rata Sekolah UN SMA SMK;53,13;54,16;55,36;;;;;;;;71,73;104;23.656.672;1.284.008.357
Kabupaten Kepulauan Morotai;Nilai Rata-rata Sekolah UN SMA IPS;51,4;43,29;34,19;;;;;29,19;47,58;31,83;;375;23.656.672;1.284.008.357
Kabupaten Kepulauan Morotai;Nilai Rata-rata Sekolah UN SMA IPA;57,8;41,88;23,69;;30,53;29,77;31,08;;;;;243;23.656.672;1.284.008.357
Kabupaten Kepulauan Morotai;Nilai Rata-rata Sekolah UN SMP;61,75;56,09;51,5;48,66;;;;;;;;1153;23.656.672;1.284.008.357
Kabupaten Kepulauan Selayar;Nilai Rata-rata Sekolah UN SMP;74,3;66,29;66,53;68,19;;;;;;;;2017;-6;5
Kabupaten Kepulauan Selayar;Nilai Rata-rata Sekolah UN SMA IPA;70,29;59,53;54,97;;69,57;43,06;62,07;;;;;393;-6;5
Kabupaten Kepulauan Selayar;Nilai Rata-rata Sekolah UN SMA IPS;61,27;54,19;37,56;;;;;56,5;46,86;39,35;;522;-6;5
Kabupaten Kepulauan Selayar;Nilai Rata-rata Sekolah UN SMA SMK;60,96;46,04;46,34;;;;;;;;78,36;444;-6;5
Kabupaten Kepulauan Seribu;Nilai Rata-rata Sekolah UN SMP;63,17;62,63;61,45;63,95;;;;;;;;426;-57.985.266;1.065.071.982
Kabupaten Kepulauan Seribu;Nilai Rata-rata Sekolah UN SMA IPA;;;;;;;;;;;;;-57.985.266;1.065.071.982
Kabupaten Kepulauan Seribu;Nilai Rata-rata Sekolah UN SMA IPS;;;;;;;;;;;;;-57.985.266;1.065.071.982
Kabupaten Kepulauan Seribu;Nilai Rata-rata Sekolah UN SMA SMK;;;;;;;;;;;;;-57.985.266;1.065.071.982
Kabupaten Kepulauan Sitaro;Nilai Rata-rata Sekolah UN SMA SMK;71,55;66,09;66,33;;;;;;;;78,07;425;;
Kabupaten Kepulauan Sitaro;Nilai Rata-rata Sekolah UN SMA IPS;74,14;66,7;64,31;;;;;64,49;62,33;54,59;;155;;
Kabupaten Kepulauan Sitaro;Nilai Rata-rata Sekolah UN SMA IPA;76,06;68,05;67,49;;64,76;64,3;66,9;;;;;212;;
Kabupaten Kepulauan Sitaro;Nilai Rata-rata Sekolah UN SMP;71,56;69,35;69,69;66,42;;;;;;;;1020;;
Kabupaten Kepulauan Sula;Nilai Rata-rata Sekolah UN SMP;83,94;87,07;80,38;79,83;;;;;;;;2259;-18.666.667;1.253.666.667
Kabupaten Kepulauan Sula;Nilai Rata-rata Sekolah UN SMA IPA;72,93;68,54;78,47;;75,69;70,59;66,22;;;;;623;-18.666.667;1.253.666.667
Kabupaten Kepulauan Sula;Nilai Rata-rata Sekolah UN SMA IPS;71,58;65,31;80,02;;;;;64,64;71,66;48,54;;588;-18.666.667;1.253.666.667
Kabupaten Kepulauan Sula;Nilai Rata-rata Sekolah UN SMA SMK;65,41;81,43;68,56;;;;;;;;80,72;477;-18.666.667;1.253.666.667
Kabupaten Kepulauan Talaud;Nilai Rata-rata Sekolah UN SMA SMK;65,95;61,66;71,05;;;;;;;;75,1;261;4.092;126.768
Kabupaten Kepulauan Talaud;Nilai Rata-rata Sekolah UN SMA IPS;64,64;64,3;64,48;;;;;54,53;60,68;54,97;;340;4.092;126.768
Kabupaten Kepulauan Talaud;Nilai Rata-rata Sekolah UN SMA IPA;67,55;69,19;60,23;;60,77;52,5;58,98;;;;;415;4.092;126.768
Kabupaten Kepulauan Talaud;Nilai Rata-rata Sekolah UN SMP;71,55;66,79;66,24;65,83;;;;;;;;1531;4.092;126.768
Kabupaten Kepulauan Yapen;Nilai Rata-rata Sekolah UN SMA SMK;43,19;38,02;32,94;;;;;;;;70,98;251;-17.469.359;1.361.709.012
Kabupaten Kepulauan Yapen;Nilai Rata-rata Sekolah UN SMA IPA;53,07;36,84;24,32;;26,71;29,74;33,12;;;;;589;-17.469.359;1.361.709.012
Kabupaten Kepulauan Yapen;Nilai Rata-rata Sekolah UN SMA IPS;38,91;30,77;19,3;;;;;24,29;32,72;25,35;;390;-17.469.359;1.361.709.012
Kabupaten Kepulauan Yapen;Nilai Rata-rata Sekolah UN SMP;48,94;40,62;36,52;39,98;;;;;;;;1772;-17.469.359;1.361.709.012
Kabupaten Kerinci;Nilai Rata-rata Sekolah UN SMP;61,37;46,38;42,75;43,54;;;;;;;;4125;-18.720.467;1.014.339.148
Kabupaten Kerinci;Nilai Rata-rata Sekolah UN SMA SMK;48,61;37,11;24,9;;;;;;;;74,22;338;-18.720.467;1.014.339.148
Kabupaten Kerinci;Nilai Rata-rata Sekolah UN SMA IPS;54,92;35,33;25,56;;;;;33,62;40,79;35,6;;831;-18.720.467;1.014.339.148
Kabupaten Kerinci;Nilai Rata-rata Sekolah UN SMA IPA;63,32;44,1;27,98;;32,93;33,94;37,3;;;;;877;-18.720.467;1.014.339.148
Kabupaten Ketapang;Nilai Rata-rata Sekolah UN SMA IPA;74,14;65,89;47,48;;40,72;52,25;54,36;;;;;885;-1.859.098;109.971.901
Kabupaten Ketapang;Nilai Rata-rata Sekolah UN SMP;67,04;50,67;45,98;48,22;;;;;;;;6702;-1.859.098;109.971.901
Kabupaten Ketapang;Nilai Rata-rata Sekolah UN SMA IPS;66,28;61,04;52,32;;;;;55,81;60,78;49,43;;2214;-1.859.098;109.971.901
Kabupaten Ketapang;Nilai Rata-rata Sekolah UN SMA SMK;60,06;49,04;41,27;;;;;;;;73,08;786;-1.859.098;109.971.901
Kabupaten Klaten;Nilai Rata-rata Sekolah UN SMP;75,93;55,6;48,32;53,71;;;;;;;;17440;-7.711.687;110.595.497
Kabupaten Klaten;Nilai Rata-rata Sekolah UN SMA IPA;79,02;65,27;52,7;;59,18;57,48;61,33;;;;;2450;-7.711.687;110.595.497
Kabupaten Klaten;Nilai Rata-rata Sekolah UN SMA IPS;71,64;57,3;51,49;;;;;60,46;63,44;52,92;;1873;-7.711.687;110.595.497
Kabupaten Klaten;Nilai Rata-rata Sekolah UN SMA SMK;71,71;53,22;47,8;;;;;;;;85,6;8401;-7.711.687;110.595.497
Kabupaten Klungkung;Nilai Rata-rata Sekolah UN SMP;68,44;63,86;57,68;66,37;;;;;;;;3107;-85.389.222;1.154.045.111
Kabupaten Klungkung;Nilai Rata-rata Sekolah UN SMA IPS;70,06;83,83;77,23;;;;;76,15;77,69;66,73;;539;-85.389.222;1.154.045.111
Kabupaten Klungkung;Nilai Rata-rata Sekolah UN SMA IPA;82,42;86,45;81,94;;87,4;84,08;83,93;;;;;817;-85.389.222;1.154.045.111
Kabupaten Klungkung;Nilai Rata-rata Sekolah UN SMA SMK;76,48;75,49;74,75;;;;;;;;84;976;-85.389.222;1.154.045.111
Kabupaten Kolaka;Nilai Rata-rata Sekolah UN SMP;68,97;58,6;58,05;64,95;;;;;;;;3971;-4.049.665;121.593.803
Kabupaten Kolaka;Nilai Rata-rata Sekolah UN SMA IPS;55,84;51,15;35,18;;;;;51,71;51,83;41,22;;870;-4.049.665;121.593.803
Kabupaten Kolaka;Nilai Rata-rata Sekolah UN SMA IPA;66,26;60,11;49,23;;64,11;46,63;56,05;;;;;1014;-4.049.665;121.593.803
Kabupaten Kolaka;Nilai Rata-rata Sekolah UN SMA SMK;57,49;46,37;35,98;;;;;;;;76,99;1022;-4.049.665;121.593.803
Kabupaten KOLAKA TIMUR;Nilai Rata-rata Sekolah UN SMA SMK;55,97;51,19;40,29;;;;;;;;76,89;408;;
